"age","friends","days_active","hours_active","likes","posts","cluster_name","id","sex","name","date_of_birth","post_text","city","state","relationship_status","education","groups_joined","pages_liked","primary_device","last_active_hours_ago","events_responded","notification_setting","privacy_setting","account_age_years","photos_uploaded","comments_30days"
57.2782235765051,36,9,2,36,2,"Senior Light",514,"F","Jessica Lee","1967-06-06","Thinking about changing my approach to gardening. Any advice? 💯","Phoenix","AZ","Single","Master's Degree",4,41,"Tablet",9.6,1,"No notifications","Friends only",9.3,163,8
28.144016176888,445,25,64,1210,19,"Young Active",515,"F","Sharon Lopez","1996-04-14","Just finished roommate issues! Can't believe how much I enjoyed it. #happy","Seattle","WA","Single","Associate's Degree",13,175,"Mobile (iOS)",1.9,8,"Important notifications only","Only me",7.6,603,142
17.888327710273,495,21,66,1151,32,"Young Active",516,"M","Benjamin White","2006-08-10","Spent all weekend on first job and it was totally worth it. #fun","Atlanta","GA","Single","Some College",10,103,"Mobile (iOS)",1,9,"All notifications","Friends only",4.9,434,100
33.8624368333286,268,17,2,421,14,"Middle-aged Moderate",517,"F","Sarah Wright","1990-08-09","Does anyone else struggle with career advancement or is it just me? 🔥😊😀","Phoenix","AZ","Single","High School",2,57,"Mobile (Android)",1.8,3,"Important notifications only","Custom",14.6,367,19
16.6294724212778,524,16,70,1209,28,"Young Active",518,"M","Thomas Allen","2008-01-10","Thinking about changing my approach to entry-level jobs. Any advice?","Philadelphia","PA","In a relationship","Some College",14,75,"Mobile (iOS)",4.2,10,"All notifications","Friends only",3.6,827,108
30.4219924112244,319,26,53,726,21,"Young Adult Active",519,"M","Jacob Hernandez","1993-10-24","So frustrated with urban living right now. Need advice! 😊 #family","San Antonio","TX","Single","Associate's Degree",10,86,"Mobile (iOS)",1.2,10,"All notifications","Friends of friends",12.1,471,59
38.969371680148,189,20,12,492,16,"Middle-aged Moderate",520,"M","Brian Perez","1985-10-10","Can't stop thinking about parent-teacher meetings. It's changed everything for me.","Philadelphia","PA","Married","Master's Degree",10,41,"Mobile (Android)",3.7,4,"All notifications","Friends only",11.6,244,34
32.2093582014103,473,24,41,1332,32,"Young Active",521,"M","James Thompson","1992-10-16","Looking for a group in the area interested in internships. Anyone?","Charlotte","NC","In a relationship","Some College",11,164,"Desktop (Mac)",0.8,6,"All notifications","Public",7.7,444,111
59.7910894830732,67,6,0,0,7,"Senior Light",522,"M","William Rodriguez","1965-02-13","So frustrated with gardening right now. Need advice!","Phoenix","AZ","Married","Bachelor's Degree",2,39,"Desktop (Mac)",10.2,2,"No notifications","Friends only",6.7,261,16
31.7687723888189,400,26,41,1133,32,"Young Active",523,"F","Betty Williams","1993-04-25","So frustrated with memes right now. Need advice! 🔥❤️🙌","San Diego","CA","Single","High School",15,99,"Mobile (Android)",1.8,9,"All notifications","Friends of friends",7.8,349,118
39.7261263796142,342,18,43,757,17,"Young Adult Active",524,"M","Charles Gonzalez","1984-11-16","So proud of what I've accomplished with side hustles this year. 👍😊","Denver","CO","In a relationship","Bachelor's Degree",12,146,"Mobile (iOS)",0.3,8,"Important notifications only","Friends only",10.4,627,0
57.5453088314593,115,7,11,275,14,"Senior Light",525,"M","Jerry Carter","1967-04-26","Looking for friends who are into recipes. Let's connect! 😊😀👏","Miami","FL","Married","Some College",6,44,"Tablet",2.4,2,"All notifications","Public",4.7,0,15
61.942195374723,143,9,20,238,7,"Senior Light",526,"F","Debra Jones","1963-03-04","Celebrating a milestone with reunion events today! #blessed ✨✨","Dallas","TX","Widowed","Master's Degree",5,0,"Mobile (Android)",8.7,2,"Minimal notifications","Friends only",5.5,218,0
20.7755337040701,533,25,63,1194,32,"Young Active",527,"M","George White","2004-02-07","Looking for a group in the area interested in living with parents. Anyone?","Fort Worth","TX","Single","Associate's Degree",14,100,"Mobile (Android)",0.9,7,"Minimal notifications","Friends of friends",7.1,362,52
43.6899518393554,274,22,29,377,10,"Middle-aged Moderate",528,"F","Sarah Lopez","1981-06-12","Can't believe it's been a year since I started parenting! 😀","Columbus","OH","Single","Bachelor's Degree",6,102,"Mobile (iOS)",12.4,2,"Important notifications only","Friends only",13.4,424,81
19.6011983435807,489,24,54,1228,21,"Young Active",529,"F","Katherine Johnson","2005-04-04","Need recommendations for dealing with university life. Help appreciated! 😀","San Jose","CA","In a relationship","Bachelor's Degree",13,84,"Mobile (Android)",1.1,10,"All notifications","Friends only",5.8,506,191
54.8676306187819,78,4,0,160,3,"Senior Light",530,"F","Rachel Wright","1969-08-20","Finally took the plunge with traditional hobbies after months of hesitation. 👏","Jacksonville","FL","Married","High School",3,53,"Desktop (Windows)",3,2,"All notifications","Friends only",3.3,196,10
26.4439668078944,445,20,63,1250,28,"Young Active",531,"M","Frank Miller","1997-12-20","Has anyone tried the new approach to internships? Worth it? #style #happy","Boston","MA","It's complicated","Bachelor's Degree",10,179,"Mobile (Android)",2,9,"All notifications","Friends of friends",9.8,670,97
40.4540565964359,179,13,23,500,2,"Middle-aged Moderate",532,"M","Samuel Carter","1984-01-22","Looking for a group in the area interested in family vacations. Anyone? 🔥","Atlanta","GA","Married","Doctoral Degree",5,57,"Mobile (Android)",1.8,2,"All notifications","Public",7.1,576,58
41.3131158835561,161,11,0,360,16,"Middle-aged Moderate",533,"M","Matthew Walker","1983-05-14","Anyone have recommendations for school activities? Looking for something new.","Los Angeles","CA","Married","Bachelor's Degree",5,87,"Desktop (Windows)",9.2,4,"Minimal notifications","Friends of friends",7.3,280,38
30.3466745639563,280,24,49,771,20,"Young Adult Active",534,"M","Michael Clark","1994-04-08","Can't stop thinking about first home. It's changed everything for me. ❤️💯❤️ #life","San Diego","CA","In a relationship","Trade School",12,157,"Mobile (Android)",3.7,7,"All notifications","Custom",9.7,637,9
37.3567809057159,231,16,14,650,19,"Middle-aged Moderate",535,"M","Jeffrey Young","1987-08-20","Feeling conflicted about 401k planning. Thoughts?","Seattle","WA","Divorced","Bachelor's Degree",5,102,"Mobile (Android)",2.8,6,"Important notifications only","Friends only",10.7,259,51
59.3489891774062,99,8,4,0,3,"Senior Light",536,"F","Michelle Garcia","1965-10-24","Just discovered an amazing resource for medical appointments! Game changer!","Phoenix","AZ","Married","Bachelor's Degree",2,82,"Mobile (Android)",5.1,1,"Important notifications only","Only me",10.2,149,30
38.1007937217791,240,20,30,815,28,"Young Adult Active",537,"M","Dennis Johnson","1986-05-25","Thinking about changing my approach to DIY projects. Any advice? #instagood","San Jose","CA","It's complicated","High School",10,150,"Desktop (Windows)",2.4,6,"Minimal notifications","Custom",7.3,572,91
24.9105243833826,510,21,66,1359,24,"Young Active",538,"M","Gregory Taylor","1999-10-17","Has anyone tried the new approach to dating apps? Worth it? #happy #instagood","Dallas","TX","Single","Some College",10,169,"Mobile (iOS)",1.8,4,"No notifications","Friends of friends",7.4,473,70
18.4075530052535,515,30,56,1155,25,"Young Active",539,"F","Ashley Allen","2006-09-01","Need recommendations for dealing with graduation. Help appreciated! #friends #life","New York","NY","In a relationship","Bachelor's Degree",11,117,"Mobile (Android)",0.1,3,"All notifications","Public",5.3,767,159
25.7771991970936,374,23,26,850,18,"Young Adult Active",540,"M","Thomas Moore","1999-01-02","Can't stop thinking about child-free lifestyle. It's changed everything for me. ✨ #fun","Nashville","TN","Single","Bachelor's Degree",7,143,"Desktop (Windows)",2.2,5,"All notifications","Friends only",7.9,352,39
19.4909256375445,389,28,63,1152,36,"Young Active",541,"M","Mark Carter","2004-10-01","Spent all weekend on student loans and it was totally worth it. 🔥👏 #life #happy","New York","NY","Single","Associate's Degree",12,21,"Mobile (iOS)",7,5,"Important notifications only","Public",6.4,381,138
55.4995492849625,59,9,0,191,0,"Senior Light",542,"M","Charles Martin","1968-09-20","So frustrated with healthcare right now. Need advice!","Chicago","IL","Married","High School",3,56,"Mobile (iOS)",0.5,3,"Important notifications only","Friends of friends",3.6,6,4
33.6945804008876,180,16,18,367,21,"Middle-aged Moderate",543,"M","Daniel Scott","1991-01-14","Has anyone tried the new approach to home renovation? Worth it?","Miami","FL","Married","Doctoral Degree",0,87,"Mobile (iOS)",3.4,6,"Minimal notifications","Custom",14,442,41
26.8707554875855,177,18,20,438,15,"Middle-aged Moderate",544,"M","Frank Hill","1998-02-10","Just finished home renovation! Can't believe how much I enjoyed it.","Los Angeles","CA","Married","Bachelor's Degree",4,93,"Mobile (Android)",1.6,6,"Important notifications only","Friends of friends",10.3,84,20
63.3453287459529,52,10,32,257,7,"Senior Light",545,"F","Carol Campbell","1961-06-25","Learned something new about downsizing homes today that blew my mind!","San Antonio","TX","Widowed","Some College",4,56,"Mobile (Android)",4.6,2,"All notifications","Public",5.8,53,22
63.3002075461539,52,11,10,379,0,"Senior Light",546,"M","Samuel Clark","1961-10-25","So frustrated with recipes right now. Need advice!","Boston","MA","Married","Doctoral Degree",3,40,"Desktop (Mac)",11.4,2,"Minimal notifications","Only me",5.4,146,0
58.7469978230445,31,6,0,107,5,"Senior Light",547,"F","Shirley Ramirez","1966-05-08","Just discovered an amazing resource for social security! Game changer!","Philadelphia","PA","Married","High School",4,51,"Desktop (Windows)",3.9,2,"Minimal notifications","Friends of friends",10.9,83,27
36.3810134152309,172,20,24,537,8,"Middle-aged Moderate",548,"M","George Martin","1988-08-27","Has anyone tried the new approach to parenting? Worth it?","San Diego","CA","In a relationship","Associate's Degree",5,98,"Multiple devices",11.6,4,"Minimal notifications","Friends only",13.2,165,3
35.9390918383529,183,9,19,621,11,"Middle-aged Moderate",549,"M","Frank Young","1989-03-15","Finally took the plunge with parenting after months of hesitation.","Atlanta","GA","Married","Bachelor's Degree",12,63,"Mobile (iOS)",6.3,4,"Important notifications only","Friends only",5.6,499,27
26.9936716800921,460,30,62,1178,28,"Young Active",550,"F","Emma Torres","1998-02-05","Need recommendations for dealing with new technology. Help appreciated! 😊✨👏","Austin","TX","Single","Bachelor's Degree",9,115,"Mobile (iOS)",1.6,5,"All notifications","Friends only",5.5,748,115
31.1328178693969,330,20,24,815,24,"Young Adult Active",551,"F","Jessica Wright","1993-06-20","Question for those experienced with first home: how do you handle...?","Boston","MA","Engaged","Master's Degree",10,93,"Mobile (iOS)",1.6,6,"Important notifications only","Friends of friends",12.1,162,71
62.1082178987661,128,9,22,226,2,"Senior Light",552,"F","Mary Johnson","1962-10-21","So frustrated with retirement planning right now. Need advice!","Chicago","IL","Married","High School",8,48,"Mobile (iOS)",11.7,4,"Minimal notifications","Friends only",4.4,63,13
30.0241897186205,260,20,46,562,17,"Young Adult Active",553,"M","Alexander Carter","1994-07-10","Has anyone tried the new approach to side hustles? Worth it? #amazing","San Diego","CA","In a relationship","Bachelor's Degree",10,172,"Mobile (iOS)",3.3,5,"Important notifications only","Friends only",11.8,561,28
28.0949195754826,452,22,56,1263,30,"Young Active",554,"M","Gregory Lopez","1996-04-20","Finally took the plunge with student loans after months of hesitation. #life #friends","Houston","TX","It's complicated","Some College",12,150,"Multiple devices",4.2,5,"No notifications","Friends only",6.9,484,57
27.1556697224296,567,23,40,1113,33,"Young Active",555,"M","Scott Martin","1998-01-15","Need recommendations for dealing with fashion trends. Help appreciated! #fun","Los Angeles","CA","Single","Bachelor's Degree",12,174,"Desktop (Mac)",0.2,7,"Important notifications only","Public",6.9,398,115
42.7915618509361,177,21,24,511,16,"Middle-aged Moderate",556,"F","Deborah Clark","1981-09-24","So proud of what I've accomplished with neighborhood events this year.","Houston","TX","Married","Bachelor's Degree",8,61,"Mobile (Android)",0.2,4,"All notifications","Public",8.4,404,63
27.47980640336,487,30,46,1168,33,"Young Active",557,"M","Samuel Davis","1997-06-01","Spent all weekend on first job and it was totally worth it. #life #amazing","Austin","TX","In a relationship","High School",8,161,"Mobile (Android)",2.5,3,"All notifications","Friends only",7,693,74
48.3094287047289,165,11,8,492,19,"Middle-aged Moderate",558,"F","Susan Garcia","1976-09-09","Just finished work-life balance! Can't believe how much I enjoyed it.","Houston","TX","Married","Trade School",7,85,"Mobile (Android)",11.5,4,"Important notifications only","Friends of friends",9.9,482,13
24.7248269389775,353,21,45,892,24,"Young Adult Active",559,"F","Katherine Perez","2000-03-27","So proud of what I've accomplished with new gadgets this year. #happy","Philadelphia","PA","Married","Associate's Degree",7,138,"Desktop (Windows)",2.3,4,"Minimal notifications","Friends of friends",8.7,293,27
67.5416234339,107,6,12,182,0,"Senior Light",560,"F","Shirley Adams","1957-06-28","Just finished gardening! Can't believe how much I enjoyed it.","Chicago","IL","Married","High School",3,24,"Desktop (Mac)",2,3,"Important notifications only","Public",7.4,138,18
23.3289567167246,404,25,56,1149,37,"Young Active",561,"M","Mark Rivera","2001-03-04","Feeling conflicted about internships. Thoughts? 👏🔥 #motivation","Miami","FL","Single","Associate's Degree",13,175,"Mobile (Android)",2.8,12,"All notifications","Friends only",5.6,296,95
29.6750962809078,351,21,24,811,25,"Young Adult Active",562,"F","Donna Anderson","1995-06-04","So frustrated with DIY projects right now. Need advice!","Denver","CO","Single","Bachelor's Degree",4,111,"Desktop (Mac)",2.6,6,"Minimal notifications","Friends of friends",10.5,298,77
60.405407693567,136,6,0,240,1,"Senior Light",563,"F","Samantha Thomas","1964-05-01","Can't believe it's been a year since I started nostalgia!","Dallas","TX","Married","Some College",6,79,"Desktop (Windows)",4.5,1,"No notifications","Friends only",7.2,43,29
27.7589260223058,344,21,26,853,27,"Young Adult Active",564,"F","Nancy Jones","1996-11-09","Just finished career growth! Can't believe how much I enjoyed it. 🙌😀✨ #amazing #love","New York","NY","In a relationship","Bachelor's Degree",14,128,"Mobile (Android)",0.8,5,"All notifications","Custom",10.7,213,99
27.2309652486702,62,22,13,354,4,"Middle-aged Moderate",565,"M","Brian Gonzalez","1997-02-01","Feeling conflicted about health insurance. Thoughts?","Atlanta","GA","Divorced","High School",13,67,"Mobile (iOS)",0.5,1,"All notifications","Friends only",10.7,341,63
28.4353373244049,307,16,30,504,20,"Young Adult Active",566,"F","Betty Martin","1995-12-19","Celebrating a milestone with new gadgets today! #blessed 😊😀 #style #love","Jacksonville","FL","In a relationship","Graduate School",6,141,"Mobile (iOS)",2.2,8,"Important notifications only","Friends only",10.4,331,17
40.2069157602015,276,13,23,538,20,"Middle-aged Moderate",567,"M","Brandon Martinez","1984-12-03","Learned something new about mortgage rates today that blew my mind! 👍👍","Houston","TX","In a relationship","Trade School",10,81,"Mobile (Android)",6.7,0,"Important notifications only","Friends of friends",10.5,40,40
31.3113596933119,191,16,12,464,15,"Middle-aged Moderate",568,"F","Lisa Brown","1993-06-07","Just finished cooking! Can't believe how much I enjoyed it.","Miami","FL","Married","Bachelor's Degree",8,59,"Tablet",5,4,"Minimal notifications","Friends only",11,95,21
62.7496982984919,47,9,10,191,7,"Senior Light",569,"M","Kenneth Smith","1962-02-15","Spent all weekend on retirement planning and it was totally worth it.","Portland","OR","Married","Bachelor's Degree",4,50,"Mobile (Android)",12.2,3,"All notifications","Custom",8.9,78,8
57.0136315370334,72,8,17,181,0,"Senior Light",570,"M","Andrew Lewis","1967-12-18","So frustrated with health concerns right now. Need advice!","Phoenix","AZ","Divorced","Bachelor's Degree",3,37,"Tablet",2.5,2,"Minimal notifications","Friends only",7.4,252,0
67.2387090301827,0,9,1,103,0,"Senior Light",571,"M","Kenneth Smith","1957-06-09","Thinking about changing my approach to gardening. Any advice?","Nashville","TN","Married","High School",7,56,"Tablet",3.7,1,"Important notifications only","Friends only",4.6,173,24
41.3243405713213,143,14,6,537,8,"Middle-aged Moderate",572,"F","Carolyn Lewis","1983-04-27","So frustrated with youth sports right now. Need advice!","Phoenix","AZ","Married","High School",5,116,"Desktop (Windows)",11.6,0,"All notifications","Custom",8,191,25
21.0560859610876,446,26,48,1258,27,"Young Active",573,"F","Barbara Rivera","2003-05-19","Looking for friends who are into university life. Let's connect! 💯😊🙌 #family #friends","Atlanta","GA","It's complicated","High School",13,124,"Mobile (iOS)",0.6,5,"All notifications","Friends only",6.2,440,113
60.8386611033576,122,8,13,246,12,"Senior Light",574,"F","Samantha Thompson","1963-06-21","Feeling conflicted about legacy planning. Thoughts?","Philadelphia","PA","In a relationship","Master's Degree",7,0,"Mobile (Android)",12.4,1,"All notifications","Friends of friends",5.9,16,25
41.2879155410063,211,19,4,510,11,"Middle-aged Moderate",575,"F","Pamela Carter","1983-10-08","Finally took the plunge with home ownership after months of hesitation.","Philadelphia","PA","Married","High School",5,78,"Desktop (Windows)",0.4,5,"All notifications","Friends only",6.7,31,19
34.5602368372515,332,23,56,713,17,"Young Adult Active",576,"F","Katherine Lopez","1989-11-30","Just discovered an amazing resource for professional networking! Game changer!","Atlanta","GA","In a relationship","Graduate School",11,77,"Desktop (Mac)",0.1,9,"All notifications","Friends only",6.9,308,84
39.2156380872257,148,15,23,480,11,"Middle-aged Moderate",577,"F","Samantha Carter","1985-05-29","Thinking about changing my approach to career advancement. Any advice?","Miami","FL","Married","Bachelor's Degree",8,87,"Multiple devices",1.6,2,"Minimal notifications","Friends only",14.1,182,28
14.8331214577646,524,30,70,1076,36,"Young Active",578,"M","Thomas White","2010-05-07","Just discovered an amazing resource for living with parents! Game changer! #love","Atlanta","GA","In a relationship","Graduate School",8,127,"Mobile (Android)",10,9,"Important notifications only","Friends of friends",1.8,239,99
23.5016708846071,360,21,33,814,22,"Young Adult Active",579,"F","Kathleen Adams","2000-12-15","Anyone have recommendations for pet adoption? Looking for something new.","Miami","FL","Single","High School",14,171,"Desktop (Mac)",6.2,3,"Important notifications only","Friends of friends",8.2,539,64
55.7137467003548,111,10,0,7,2,"Senior Light",580,"F","Amy Baker","1969-04-10","So proud of what I've accomplished with recipes this year.","Denver","CO","Married","High School",4,51,"Desktop (Mac)",20.9,2,"Important notifications only","Friends only",11,3,0
27.131326472681,441,26,64,1412,19,"Young Active",581,"M","Robert Rivera","1997-05-20","Looking for friends who are into internships. Let's connect! 💯 #life","New York","NY","Single","Bachelor's Degree",0,161,"Mobile (iOS)",0.6,14,"All notifications","Friends only",6.1,40,63
38.5758186845762,243,13,18,312,16,"Middle-aged Moderate",582,"M","Anthony Young","1986-01-08","Can't believe it's been a year since I started health insurance!","Austin","TX","Married","High School",9,92,"Mobile (iOS)",1.6,2,"Important notifications only","Friends only",9.2,169,27
56.9281572901507,49,11,11,138,2,"Senior Light",583,"M","James King","1967-12-07","Has anyone tried the new approach to community volunteering? Worth it?","Denver","CO","Single","Doctoral Degree",7,16,"Desktop (Windows)",2.9,2,"Important notifications only","Friends of friends",5.8,59,10
20.7755458392126,406,18,58,1402,31,"Young Active",584,"F","Carolyn Smith","2004-05-19","Thinking about changing my approach to fashion trends. Any advice?","Seattle","WA","Single","Associate's Degree",12,310,"Mobile (iOS)",2.7,9,"No notifications","Friends only",5.7,471,130
60.7684747860944,0,4,3,41,3,"Senior Light",585,"F","Carolyn Martinez","1964-02-16","Spent all weekend on retirement planning and it was totally worth it.","Columbus","OH","In a relationship","High School",5,20,"Desktop (Windows)",1.5,0,"All notifications","Only me",2.7,236,0
35.7428386211091,210,18,38,415,11,"Middle-aged Moderate",586,"M","Stephen Thompson","1989-05-23","Just discovered an amazing resource for career advancement! Game changer!","Boston","MA","Married","High School",9,82,"Desktop (Windows)",1.5,7,"Important notifications only","Only me",8.5,498,53
23.0103946352856,334,30,65,994,32,"Young Active",587,"F","Samantha Brown","2002-01-04","Does anyone else struggle with first job or is it just me? 🔥","San Jose","CA","It's complicated","High School",14,135,"Mobile (Android)",2.5,10,"Important notifications only","Friends only",6,1040,109
35.3001138685952,199,9,0,348,13,"Middle-aged Moderate",588,"F","Margaret Nguyen","1989-08-06","Can't stop thinking about neighborhood events. It's changed everything for me.","Nashville","TN","Married","Doctoral Degree",8,85,"Mobile (iOS)",3.9,2,"Important notifications only","Friends only",13.6,576,0
33.0587312929029,222,20,27,396,12,"Middle-aged Moderate",589,"F","Susan Robinson","1991-11-21","Need recommendations for dealing with career advancement. Help appreciated!","Philadelphia","PA","Widowed","High School",11,61,"Mobile (Android)",15.9,2,"Important notifications only","Friends only",12.5,319,64
29.775922944317,489,20,53,1041,39,"Young Active",590,"M","George Lee","1994-12-09","Finally took the plunge with internships after months of hesitation. 🙌","Boston","MA","It's complicated","High School",8,159,"Multiple devices",4,7,"Important notifications only","Friends only",7,471,105
53.4125226498381,131,6,5,188,0,"Senior Light",591,"F","Emma Sanchez","1971-06-15","Can't believe it's been a year since I started community volunteering!","Jacksonville","FL","In a relationship","High School",5,53,"Desktop (Mac)",4.8,2,"All notifications","Friends only",11.6,122,6
25.3651457307981,481,20,74,1347,32,"Young Active",592,"F","Jennifer Moore","1999-07-12","Spent all weekend on new technology and it was totally worth it. 😀","San Diego","CA","In a relationship","Some College",13,131,"Mobile (Android)",1.7,8,"All notifications","Friends only",5,538,76
37.1590707571581,157,14,37,415,14,"Middle-aged Moderate",593,"M","George Adams","1987-04-28","Need recommendations for dealing with health insurance. Help appreciated!","Charlotte","NC","Divorced","Master's Degree",6,55,"Desktop (Windows)",1.1,4,"Important notifications only","Friends only",8.6,243,54
34.7077466560808,245,15,0,387,9,"Middle-aged Moderate",594,"F","Ashley Baker","1989-11-19","Thinking about changing my approach to health insurance. Any advice? ✨👍😊","Charlotte","NC","In a relationship","High School",10,141,"Mobile (Android)",4,5,"All notifications","Friends only",14.4,309,40
41.2965676920853,203,17,5,617,4,"Middle-aged Moderate",595,"F","Nicole Lee","1983-09-30","So proud of what I've accomplished with parent-teacher meetings this year.","Jacksonville","FL","Married","High School",10,72,"Tablet",2.3,3,"All notifications","Custom",6.4,48,70
61.8656725225958,0,6,9,3,6,"Senior Light",596,"M","Charles Flores","1962-05-26","Looking for a group in the area interested in community volunteering. Anyone?","Los Angeles","CA","In a relationship","Master's Degree",9,2,"Desktop (Windows)",14,3,"Minimal notifications","Friends only",10.6,212,17
31.3233338464207,444,25,54,1235,33,"Young Active",597,"M","Anthony Torres","1993-01-08","Feeling conflicted about roommate issues. Thoughts? #motivation #style","San Antonio","TX","Single","Some College",16,159,"Mobile (iOS)",0.1,4,"All notifications","Friends only",8.9,173,108
61.6261249803413,0,9,0,227,8,"Senior Light",598,"F","Lisa Robinson","1962-11-26","Celebrating a milestone with gardening today! #blessed","Atlanta","GA","Divorced","Some College",2,45,"Mobile (Android)",0.5,2,"All notifications","Friends only",7.3,189,21
24.3076634024585,397,21,72,1405,31,"Young Active",599,"M","Ronald Baker","2000-07-03","So frustrated with social activism right now. Need advice! ✨ #fun","New York","NY","Single","Bachelor's Degree",14,40,"Multiple devices",2.6,8,"All notifications","Friends only",9.5,528,65
73.012344486399,49,5,0,197,6,"Senior Light",600,"F","Kathleen Johnson","1951-12-30","Just finished nostalgia! Can't believe how much I enjoyed it.","Charlotte","NC","Married","High School",7,51,"Desktop (Mac)",2.9,4,"Minimal notifications","Public",3.8,0,37
26.7485778575604,271,26,28,717,20,"Young Adult Active",601,"M","Steven Sanchez","1998-03-13","Does anyone else struggle with first home or is it just me? ❤️❤️ #family","San Francisco","CA","Engaged","Bachelor's Degree",9,111,"Mobile (iOS)",1.7,7,"All notifications","Friends of friends",5,548,85
24.9840838584332,346,8,37,935,19,"Young Adult Active",602,"M","Matthew Miller","1999-07-18","Need recommendations for dealing with child-free lifestyle. Help appreciated! 👍🔥🎉 #amazing #style","San Francisco","CA","In a relationship","High School",11,247,"Mobile (iOS)",2.9,3,"Important notifications only","Friends of friends",6.1,496,84
37.3244304356276,197,19,28,338,16,"Middle-aged Moderate",603,"F","Rebecca Lewis","1987-04-20","Spent all weekend on college savings and it was totally worth it.","Boston","MA","Divorced","Bachelor's Degree",8,97,"Desktop (Windows)",8.9,4,"Important notifications only","Friends only",11.7,461,74
39.4479271661161,153,19,22,555,14,"Middle-aged Moderate",604,"F","Jennifer Perez","1985-06-13","Just discovered an amazing resource for car maintenance! Game changer!","Indianapolis","IN","Divorced","Doctoral Degree",1,79,"Mobile (Android)",2.8,6,"Important notifications only","Friends only",11.4,116,69
33.0021508465679,268,25,48,809,30,"Young Adult Active",605,"M","Larry Sanchez","1991-08-06","Just discovered an amazing resource for first home! Game changer! #life","San Francisco","CA","In a relationship","Bachelor's Degree",11,147,"Multiple devices",1.7,6,"Minimal notifications","Friends only",5.9,548,89
62.0792252979934,51,6,0,0,3,"Senior Light",606,"M","David Clark","1962-08-12","Finally took the plunge with retirement planning after months of hesitation. 😀✨","Jacksonville","FL","Married","Doctoral Degree",3,19,"Multiple devices",4.2,2,"Minimal notifications","Friends of friends",8.9,11,8
29.471246766615,309,23,41,793,14,"Young Adult Active",607,"M","Daniel Allen","1995-05-01","Anyone have recommendations for first home? Looking for something new. 😊🙌👍 #family #fun","Atlanta","GA","Married","Bachelor's Degree",7,166,"Multiple devices",0.3,4,"No notifications","Friends of friends",5.1,455,38
25.7171873087694,327,21,47,840,18,"Young Adult Active",608,"M","Kenneth Jackson","1998-07-01","Best decision ever was getting involved with child-free lifestyle! #instagood","Phoenix","AZ","Single","High School",6,194,"Mobile (iOS)",0.3,7,"All notifications","Custom",11.8,285,24
30.6366366716108,429,22,74,1202,31,"Young Active",609,"F","Shirley Allen","1994-03-29","Looking for a group in the area interested in gaming. Anyone?","San Francisco","CA","Single","Associate's Degree",16,156,"Multiple devices",0.4,8,"All notifications","Friends only",5.6,461,83
64.5814081072423,63,10,0,304,8,"Senior Light",610,"M","Donald Miller","1960-02-21","Just discovered an amazing resource for traditional hobbies! Game changer!","Jacksonville","FL","Married","Some College",5,66,"Mobile (iOS)",23.6,5,"All notifications","Custom",10.4,64,7
26.3781020363782,326,21,32,755,21,"Young Adult Active",611,"F","Sharon King","1998-07-16","Anyone have recommendations for first home? Looking for something new.","Nashville","TN","Single","Master's Degree",9,104,"Mobile (iOS)",0.4,7,"All notifications","Friends of friends",11.3,355,52
33.4338954378737,257,18,48,661,22,"Young Adult Active",612,"M","Anthony Flores","1991-01-27","So frustrated with outdoor activities right now. Need advice! #motivation #instagood","Charlotte","NC","In a relationship","Master's Degree",13,103,"Tablet",12.6,6,"All notifications","Only me",8.7,514,42
32.2504289582231,292,18,45,772,22,"Young Adult Active",613,"F","Kathleen Davis","1992-12-08","Feeling conflicted about relationships. Thoughts?","Boston","MA","In a relationship","Bachelor's Degree",12,107,"Mobile (Android)",1.4,9,"Important notifications only","Friends of friends",9,698,67
35.2261080305252,293,19,44,817,24,"Young Adult Active",614,"F","Sandra Lopez","1989-11-29","Need recommendations for dealing with food trends. Help appreciated! 🔥😀","Denver","CO","Engaged","Bachelor's Degree",13,128,"Mobile (Android)",0,5,"All notifications","Public",10.4,198,75
60.7481451721872,42,10,0,0,14,"Senior Light",615,"M","Scott Martin","1963-09-03","So frustrated with social security right now. Need advice!","Dallas","TX","Married","Bachelor's Degree",1,69,"Multiple devices",5.8,1,"Minimal notifications","Friends only",10.8,30,10
54.2946642339965,47,8,2,112,10,"Senior Light",616,"F","Christine Moore","1970-09-14","Spent all weekend on medical appointments and it was totally worth it.","Denver","CO","Widowed","Bachelor's Degree",6,56,"Desktop (Mac)",13.5,3,"Minimal notifications","Friends of friends",6.5,87,21
34.0124970120983,285,15,18,864,22,"Young Adult Active",617,"M","Ronald Williams","1990-05-16","Best decision ever was getting involved with side hustles!","San Jose","CA","Single","Bachelor's Degree",10,139,"Desktop (Mac)",0.1,5,"All notifications","Friends only",11.6,427,100
26.3564173451528,256,21,40,791,22,"Young Adult Active",618,"F","Amy Hill","1998-09-21","Question for those experienced with urban living: how do you handle...? 🙌🙌 #instagood","Miami","FL","Engaged","Master's Degree",9,130,"Mobile (Android)",1.1,11,"Important notifications only","Custom",11.3,456,0
27.6360464286424,445,24,50,1259,25,"Young Active",619,"F","Cynthia Baker","1996-08-06","Feeling conflicted about fashion trends. Thoughts? #fun","Los Angeles","CA","Single","Some College",8,169,"Mobile (iOS)",9.7,4,"All notifications","Friends only",7.7,560,124
